id,title,disease_general,disease,pubmed,source_database,access_link,open_status,ethnicity,sex,tissue,sequencing_platform,experiment_design,sample_type,summary,citation_count,publication_date,submission_date,last_update_date,contact_name,contact_email,contact_institute,data_tier,tissue_location,supplementary_information,cell_count,organism,doi,development_stage
ALLEN_data_product_519901780,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/519901780,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 519765100, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/519901780"", ""id"": 519901780, ""path"": ""/external/mousecelltypes/prod14/Single_Cell_Analysis_Run_519765100/ar_519765100.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_539060192,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/539060192,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530115061, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/539060192"", ""id"": 539060192, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530115061/ar_530115061.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_516160691,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516160691,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 515776805, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516160691"", ""id"": 516160691, ""path"": ""/external/mousecelltypes/prod10/Single_Cell_Analysis_Run_515776805/ar_515776805.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536309798,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536309798,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536158745, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536309798"", ""id"": 536309798, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536158745/ar_536158745.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_308975606,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/308975606,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 305430027, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/308975606"", ""id"": 308975606, ""path"": ""/external/gbm/prod6/Rnaseq_Analysis_Run_305430027/ar_305430027.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_523096842,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/523096842,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522929018, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/523096842"", ""id"": 523096842, ""path"": ""/external/mousecelltypes/prod17/Single_Cell_Analysis_Run_522929018/ar_522929018.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_542670993,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/542670993,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 542213466, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/542670993"", ""id"": 542670993, ""path"": ""/external/mousecelltypes/prod34/Single_Cell_Analysis_Run_542213466/ar_542213466.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536277983,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536277983,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536103189, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536277983"", ""id"": 536277983, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536103189/ar_536103189.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531253415,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531253415,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 531046379, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531253415"", ""id"": 531253415, ""path"": ""/external/mousecelltypes/prod28/Single_Cell_Analysis_Run_531046379/ar_531046379.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_517453332,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/517453332,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 517335323, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/517453332"", ""id"": 517453332, ""path"": ""/external/mousecelltypes/prod12/Single_Cell_Analysis_Run_517335323/ar_517335323.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_539004792,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/539004792,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530114455, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/539004792"", ""id"": 539004792, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530114455/ar_530114455.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_540484264,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/540484264,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 539594467, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/540484264"", ""id"": 540484264, ""path"": ""/external/mousecelltypes/prod32/Single_Cell_Analysis_Run_539594467/ar_539594467.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_519846370,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/519846370,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 519707132, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/519846370"", ""id"": 519846370, ""path"": ""/external/mousecelltypes/prod14/Single_Cell_Analysis_Run_519707132/ar_519707132.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_523045921,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/523045921,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522928345, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/523045921"", ""id"": 523045921, ""path"": ""/external/mousecelltypes/prod17/Single_Cell_Analysis_Run_522928345/ar_522928345.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_523067026,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/523067026,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522928573, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/523067026"", ""id"": 523067026, ""path"": ""/external/mousecelltypes/prod17/Single_Cell_Analysis_Run_522928573/ar_522928573.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_510292288,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/510292288,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 510238807, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/510292288"", ""id"": 510292288, ""path"": ""/external/mousecelltypes/prod8/Single_Cell_Analysis_Run_510238807/ar_510238807.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_510410122,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/510410122,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 510239492, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/510410122"", ""id"": 510410122, ""path"": ""/external/mousecelltypes/prod9/Single_Cell_Analysis_Run_510239492/ar_510239492.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_497613500,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/497613500,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 497124104, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/497613500"", ""id"": 497613500, ""path"": ""/external/mousecelltypes/prod6/Single_Cell_Analysis_Run_497124104/ar_497124104.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_516474057,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516474057,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 516262302, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516474057"", ""id"": 516474057, ""path"": ""/external/mousecelltypes/prod11/Single_Cell_Analysis_Run_516262302/ar_516262302.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_496347301,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/496347301,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 496100623, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/496347301"", ""id"": 496347301, ""path"": ""/external/tbi/prod17/Rnaseq_Analysis_Run_496100623/ar_496100623.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_502908856,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/502908856,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 502833003, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/502908856"", ""id"": 502908856, ""path"": ""/external/mousecelltypes/prod7/Single_Cell_Analysis_Run_502833003/ar_502833003.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_515950586,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/515950586,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 515776477, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/515950586"", ""id"": 515950586, ""path"": ""/external/mousecelltypes/prod10/Single_Cell_Analysis_Run_515776477/ar_515776477.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_524283146,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/524283146,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 523919499, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/524283146"", ""id"": 524283146, ""path"": ""/external/mousecelltypes/prod19/Single_Cell_Analysis_Run_523919499/ar_523919499.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_516472268,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516472268,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 516262183, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516472268"", ""id"": 516472268, ""path"": ""/external/mousecelltypes/prod11/Single_Cell_Analysis_Run_516262183/ar_516262183.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_280142886,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/280142886,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 707237, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/280142886"", ""id"": 280142886, ""path"": ""/external/devhuman/prod22/specimen_707237/HSB_126_CBC_R_RNASeq_Gene.txt"", ""well_known_file_type_id"": 121134332}",,,,
ALLEN_data_product_536333843,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536333843,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536159072, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536333843"", ""id"": 536333843, ""path"": ""/external/mousecelltypes/prod30/Single_Cell_Analysis_Run_536159072/ar_536159072.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_498061079,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/498061079,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 497124287, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/498061079"", ""id"": 498061079, ""path"": ""/external/mousecelltypes/prod6/Single_Cell_Analysis_Run_497124287/ar_497124287.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531297218,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531297218,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 531047348, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531297218"", ""id"": 531297218, ""path"": ""/external/mousecelltypes/prod28/Single_Cell_Analysis_Run_531047348/ar_531047348.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_510290464,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/510290464,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 510238715, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/510290464"", ""id"": 510290464, ""path"": ""/external/mousecelltypes/prod8/Single_Cell_Analysis_Run_510238715/ar_510238715.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_540486571,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/540486571,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 539594415, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/540486571"", ""id"": 540486571, ""path"": ""/external/mousecelltypes/prod32/Single_Cell_Analysis_Run_539594415/ar_539594415.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_523001874,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/523001874,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522921049, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/523001874"", ""id"": 523001874, ""path"": ""/external/mousecelltypes/prod17/Single_Cell_Analysis_Run_522921049/ar_522921049.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_507227413,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/507227413,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 507203732, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/507227413"", ""id"": 507227413, ""path"": ""/external/mousecelltypes/prod7/Single_Cell_Analysis_Run_507203732/ar_507203732.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_508647033,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/508647033,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 487202185, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/508647033"", ""id"": 508647033, ""path"": ""/external/mousecelltypes/prod8/Single_Cell_Analysis_Run_487202185/ar_487202185.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_280140045,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/280140045,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 708647, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/280140045"", ""id"": 280140045, ""path"": ""/external/devhuman/prod22/specimen_708647/HSB_122_DFC_R_RNASeq_Gene.txt"", ""well_known_file_type_id"": 121134332}",,,,
ALLEN_data_product_516488701,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516488701,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 516262481, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516488701"", ""id"": 516488701, ""path"": ""/external/mousecelltypes/prod11/Single_Cell_Analysis_Run_516262481/ar_516262481.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_524196502,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/524196502,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 523912792, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/524196502"", ""id"": 524196502, ""path"": ""/external/mousecelltypes/prod18/Single_Cell_Analysis_Run_523912792/ar_523912792.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_309097256,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/309097256,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 306290296, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/309097256"", ""id"": 309097256, ""path"": ""/external/gbm/prod7/Rnaseq_Analysis_Run_306290296/ar_306290296.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_523063301,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/523063301,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522928513, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/523063301"", ""id"": 523063301, ""path"": ""/external/mousecelltypes/prod17/Single_Cell_Analysis_Run_522928513/ar_522928513.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_496158610,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/496158610,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 496100349, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/496158610"", ""id"": 496158610, ""path"": ""/external/tbi/prod17/Rnaseq_Analysis_Run_496100349/ar_496100349.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_280140243,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/280140243,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 708689, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/280140243"", ""id"": 280140243, ""path"": ""/external/devhuman/prod22/specimen_708689/HSB_148_Ocx_L_RNASeq_Exon.txt"", ""well_known_file_type_id"": 121134334}",,,,
